,State_x,Pathway,Unnamed: 0,Natural Gas Price,Electricity Price,Water Price (Hydrogen),LTCHSMR
37,Alabama,SMR,37,0.1146981332874439,0.1122041679732915,0.1099351600055789,5.148497256571314
38,Alabama,SMR,38,0.1650911462569625,0.5889984163198404,0.1540532537107676,5.410091603960889
39,Alabama,SMR,39,0.1754849942312732,0.069136323,0.048519963,4.885715144952725
40,Alabama,SMR,40,0.2770631470987695,0.016562916,0.1849957962271457,5.487780969779918
41,Alabama,SMR,41,0.143901634,0.6514177160605826,0.102161958,5.189442381876146
42,Alabama,SMR,42,0.2656097767673823,0.097325351,0.500766507,6.868178419211737
43,Alabama,SMR,43,0.20699178,0.1437477617605411,0.097670672,5.113903384819853
44,Alabama,SMR,44,0.1927555697911588,0.8561882464066706,0.5583508310109494,7.205465937
45,Alabama,SMR,45,0.2937136656976248,0.7415498159377191,0.1335244584675029,5.361068557446096
46,Alabama,SMR,46,0.062912758,0.3624581537619893,0.4323848836964316,6.573569785187113
47,Alabama,SMR,47,0.1198766881941621,0.6570881507635956,0.3138280589224695,6.105861138904288
48,Alabama,SMR,48,0.2887721102554501,0.6662658778793515,0.1788310681743023,5.547312792304981
49,Alabama,SMR,49,0.2292864346280683,0.1831479931710284,0.32536498,6.111652044833065
50,Alabama,SMR,50,0.3868720293992194,0.7780956836888172,0.2249985878885336,5.777902159923548
51,Alabama,SMR,51,0.2842651325986915,0.6082620969346993,0.3583056229715028,6.318697664351449
52,Alabama,SMR,52,0.1171087195509654,0.4839581241832145,0.2204251985495001,5.677174870943034
53,Alabama,SMR,53,0.2015476280674391,0.9009988257636844,0.3006499749849617,6.093227938529743
54,Alabama,SMR,54,0.1111661752691217,0.6271064651251883,0.1070455474311277,5.202324029
55,Alabama,SMR,55,0.3155093664810183,0.5060211435911263,0.4059888420298254,6.517478832959544
56,Alabama,SMR,56,0.2768661582911552,0.7895414269166741,0.1014183067045731,5.225176437
57,Alabama,SMR,57,0.3459503024110477,0.416169717,0.1207148306195488,5.271377509789773
58,Alabama,SMR,58,0.088725644,0.053354127,0.3991212102710515,6.392967300266998
59,Alabama,SMR,59,0.1236551602375367,0.092352201,0.0361162,4.82666215
60,Alabama,SMR,60,0.2397277522987092,0.746408057,0.083768425,5.137030146873332
61,Alabama,SMR,61,0.1817267388673486,0.5450963498954119,0.068893059,5.0370768737984815
62,Alabama,SMR,62,0.334563142,0.012632875,0.116067465,5.196930392
63,Alabama,SMR,63,0.4281883413898361,0.1694610182100397,0.064815777,5.009473500317196
64,Alabama,SMR,64,0.2994203184570716,0.1574399061558108,0.4224514364687815,6.541134712747995
65,Alabama,SMR,65,0.1778177439799025,0.1744378001716128,0.2178177003755688,5.635202283
66,Alabama,SMR,66,0.3323431740844532,0.021009732,0.048826657,4.905574559920816
67,Alabama,SMR,67,0.2091449059472617,0.08045607,0.2052361982833671,5.573280304
68,Alabama,SMR,68,0.1602037723214127,0.1881206599505056,0.3035569099834074,6.006649173399406
69,Alabama,SMR,69,0.015396785,0.3063873697646975,0.2075537085753318,5.5821064347098535
70,Alabama,SMR,70,0.2249193086838603,0.1324270664534146,0.2271025612939249,5.677516370282939
71,Alabama,SMR,71,0.2819604234393816,0.042201204,0.038705095,4.856400912
72,Alabama,SMR,72,0.1984474031121755,0.014422086,0.3459971257270988,6.174471149597407
73,Alabama,SMR,73,0.215185131,0.6742519873156421,0.3919987737935019,6.462724756972683
74,Alabama,SMR,74,0.1517944329831843,0.2419807248190071,0.022512848,4.791466902167756
75,Alabama,SMR,0,,,,5.112796973785954
76,Alabama,SMR,1,,,,4.759918084253962
77,Alabama,SMR,2,,,,5.933803575895832
78,Alabama,SMR,3,,,,5.7961459676802765
79,Alabama,SMR,4,,,,5.313033345033204
80,Alabama,SMR,5,,,,5.052905940055442
81,Alabama,SMR,6,,,,5.200733388772722
82,Alabama,SMR,7,,,,6.201378084894408
83,Alabama,SMR,8,,,,5.124813897028427
84,Alabama,SMR,9,,,,6.170038691473468
85,Alabama,SMR,10,,,,6.671593815774934
86,Alabama,SMR,11,,,,4.976430382458572
87,Alabama,SMR,12,,,,5.167992676286979
88,Alabama,SMR,13,,,,6.468538145198917
89,Alabama,SMR,14,,,,4.985108738240783
90,Alabama,SMR,15,,,,6.748735843547505
91,Alabama,SMR,16,,,,6.321215320073478
92,Alabama,SMR,17,,,,5.732719755786734
93,Alabama,SMR,18,,,,5.542389609295626
94,Alabama,SMR,19,,,,6.554157987906613
95,Alabama,SMR,20,,,,5.207702161102003
96,Alabama,SMR,21,,,,4.812194478592522
97,Alabama,SMR,22,,,,5.101328224003352
98,Alabama,SMR,23,,,,5.5545404432753145
99,Alabama,SMR,24,,,,5.494669546280058
100,Alabama,SMR,25,,,,5.215738945
101,Alabama,SMR,26,,,,4.920062634026985
102,Alabama,SMR,27,,,,6.418758889139626
103,Alabama,SMR,28,,,,4.808584321844878
104,Alabama,SMR,29,,,,5.402959903977209
105,Alabama,SMR,30,,,,5.077214818524037
106,Alabama,SMR,31,,,,6.230200263641622
107,Alabama,SMR,32,,,,4.973463694942108
108,Alabama,SMR,33,,,,5.2780469909620775
109,Alabama,SMR,34,,,,4.852166905266993
110,Alabama,SMR,35,,,,5.299008103995773
111,Alabama,SMR,36,,,,5.827904894708273
112,Alabama,SMR,37,,,,5.935910022082717
113,Alabama,SMR,38,,,,5.615933453849344
114,Alabama,SMR,39,,,,5.736781467748749
115,Alabama,SMR,40,,,,5.008559256196971
116,Alabama,SMR,41,,,,4.785816158538834
117,Alabama,SMR,42,,,,7.360144557
118,Alabama,SMR,43,,,,6.204462362
119,Alabama,SMR,44,,,,5.509315975053988
120,Alabama,SMR,45,,,,5.241762909634108
121,Alabama,SMR,46,,,,7.443428367463845
122,Alabama,SMR,47,,,,7.136976358244122
123,Alabama,SMR,48,,,,5.046458567180454
124,Alabama,SMR,49,,,,5.061985747118861
125,Alabama,SMR,50,,,,5.317765757316014
126,Alabama,SMR,51,,,,4.925350346967041
127,Alabama,SMR,52,,,,6.395912416940106
128,Alabama,SMR,53,,,,7.1934549911934615
129,Alabama,SMR,54,,,,4.818768744328362
130,Alabama,SMR,55,,,,4.756469953236194
131,Alabama,SMR,56,,,,5.504638413799345
132,Alabama,SMR,57,,,,5.062967121617805
133,Alabama,SMR,58,,,,5.935809090924471
134,Alabama,SMR,59,,,,7.143110607556192
135,Alabama,SMR,60,,,,5.746078063784103
136,Alabama,SMR,61,,,,4.950662959018041
137,Alabama,SMR,62,,,,5.879250552
138,Alabama,SMR,63,,,,7.043019721345112
139,Alabama,SMR,64,,,,6.3076918100609145
140,Alabama,SMR,65,,,,4.836628554381106
141,Alabama,SMR,66,,,,5.303553529853469
142,Alabama,SMR,67,,,,6.332330008754803
143,Alabama,SMR,68,,,,5.322386855792903
144,Alabama,SMR,69,,,,4.777702063755401
145,Alabama,SMR,70,,,,7.344700862502988
146,Alabama,SMR,71,,,,4.917526420012895
147,Alabama,SMR,72,,,,5.155431140176412
148,Alabama,SMR,73,,,,4.730775747789235
149,Alabama,SMR,74,,,,5.7403419563253095
150,Alabama,SMR,0,0.1663115057324966,0.3800131190889215,0.3073278107968025,6.048941008099739
151,Alabama,SMR,1,0.1554585048175489,0.3725621328402217,0.2365258991706799,5.738694101638971
152,Alabama,SMR,2,0.2573379535357706,0.3353945593499543,0.172754409,5.472935916613632
153,Alabama,SMR,3,0.1804377574019395,0.3974736623578199,0.009596235,4.760096863017029
154,Alabama,SMR,4,0.1878186824134102,0.4236839827476443,0.3110143412900124,6.074030642753461
155,Alabama,SMR,5,0.1979863643059668,0.3964802173040378,0.4188617184041381,6.540589653168579
156,Alabama,SMR,6,0.2001578671005476,0.3464300394354566,0.04103197,4.893133800406328
157,Alabama,SMR,7,0.1820860996871418,0.3984830201234445,0.154426492,5.389631150741112
158,Alabama,SMR,8,0.1976529575733513,0.3390062854635383,0.1472796762106452,5.353312972477028
159,Alabama,SMR,9,0.1994540399446822,0.4243279402846801,0.2830237192047256,5.954361481384732
160,Alabama,SMR,10,0.1796897032369916,0.3346083113684721,0.3949417218699915,6.425746968003724
161,Alabama,SMR,11,0.1993144788507048,0.4941807066875195,0.2228463581892066,5.702009834112838
162,Alabama,SMR,12,0.1503242840433611,0.4094411263558853,0.1478411058427367,5.357430421697099
163,Alabama,SMR,13,0.1956970477153544,0.3820299338090636,0.2824204621920561,5.945648587307631
164,Alabama,SMR,14,0.1708567627163988,0.3680290754966953,0.073275525,5.031378102293389
165,Alabama,SMR,15,0.1816359449425697,0.2961290610567788,0.1321236080330143,5.279370285144857
166,Alabama,SMR,16,0.1980381716785893,0.3785344452444866,0.1597027260870098,5.412478225740106
167,Alabama,SMR,17,0.2126727016006816,0.2898257330723656,0.041749697,4.890870391968525
168,Alabama,SMR,18,0.1892149064673111,0.3623796609971326,0.3576903762405233,6.269042380151431
169,Alabama,SMR,19,0.1761203973303242,0.369399203,0.3180170164481176,6.095544913260776
170,Alabama,SMR,20,0.1932113561065492,0.3544672922831947,0.1423621127760001,5.333259235
171,Alabama,SMR,21,0.1806454790329879,0.3435257877476194,0.259113585,5.8370198268823215
172,Alabama,SMR,22,0.1472343824248419,0.3357512142384118,0.039344062,4.876051372226305
173,Alabama,SMR,23,0.1856082041252766,0.3793758031646029,0.1006073290588353,5.153913262705908
174,Alabama,SMR,24,0.1764417143552826,0.4092177057941544,0.146856922,5.357252635310297
175,Alabama,SMR,25,0.1758137349661619,0.3760351732875712,0.2473388612536331,5.789333230548955
176,Alabama,SMR,26,0.1574635453130566,0.3682947731663512,0.093520927,5.117242541486616
177,Alabama,SMR,27,0.1978061302977163,0.3938289468452486,0.3700910346320105,6.328356660729511
178,Alabama,SMR,28,0.1680341235163881,0.2419677345298202,0.1896257614346438,5.519969579287694
179,Alabama,SMR,29,0.2089904232918593,0.3684175800571775,0.1014579054609172,5.159877988220907
180,Alabama,SMR,30,0.1590517090561257,0.3315431824195859,0.3401716880344291,6.184166671178109
181,Alabama,SMR,31,0.1956328859318496,0.3969097363137677,0.2317908991891818,5.727638002386963
182,Alabama,SMR,32,0.1796837710361988,0.3984855338795035,0.1500389232834821,5.3701923125826365
183,Alabama,SMR,33,0.2141315304049097,0.3466663440847122,0.4187087569657293,6.536000321
184,Alabama,SMR,34,0.1865407574849511,0.3640489981060716,0.033848577,4.862068101882501
185,Alabama,SMR,35,0.1941533576024806,0.3797715076586437,0.00714453,4.749312437618446
186,Alabama,SMR,36,0.2258511363978155,0.3622032986306845,0.1639882018566312,5.433365731849185
187,Alabama,SMR,37,0.16640157,0.3646193465474383,0.277285443,5.916450002389979
188,Alabama,SMR,38,0.1792317869609525,0.4421303513106266,0.3377900235917873,6.191385505104072
189,Alabama,SMR,39,0.1772167063732963,0.4078268705235292,0.5806668461887527,7.241664587230116
190,Alabama,SMR,40,0.1851915615602309,0.5201190771948786,0.2679443301226941,5.8990559914259695
191,Alabama,SMR,41,0.16658153,0.3262241057610925,0.524519478,6.985471703533985
192,Alabama,SMR,42,0.1699992628747621,0.4062434555808759,0.1866200381508116,5.528579053097988
193,Alabama,SMR,43,0.2435917387221894,0.3991936099072966,0.5098735757672473,6.943503551750113
194,Alabama,SMR,44,0.1856762820321002,0.3626776976270806,0.1624883261978982,5.420564316867397
195,Alabama,SMR,45,0.184967894,0.3824215856843483,0.1393456475843977,5.322487301056633
196,Alabama,SMR,46,0.2001243459775546,0.3056337594344779,0.038528703,4.876950794260736
197,Alabama,SMR,47,0.1615933716459288,0.4504563206983492,0.2996637321861022,6.024060401638406
198,Alabama,SMR,48,0.1790803644898309,0.4493880839701822,0.2899336558402855,5.984417024086852
199,Alabama,SMR,49,0.1667224609022259,0.4449582587543764,0.001805559,4.730260147408515
200,Alabama,SMR,50,0.1842495802463238,0.2557347968947276,0.056233391,4.944864883385808
201,Alabama,SMR,51,0.166798356,0.3110188258971006,0.016992606,4.778832542761559
202,Alabama,SMR,52,0.1631260350012448,0.3355152945481847,0.1520238343469624,5.368012512835801
203,Alabama,SMR,53,0.1600306558234729,0.3301280526667146,0.022483784,4.804101121709372
204,Alabama,SMR,54,0.1804405841959534,0.2601907136000838,0.614528157,7.370074791705452
205,Alabama,SMR,55,0.161140551,0.3959212915862266,0.3849233573024903,6.3872671136428405
206,Alabama,SMR,56,0.1478411846063304,0.3123910176273626,0.164336499,5.416077564424422
207,Alabama,SMR,57,0.1806526993269074,0.2996104776884834,0.2458328624968911,5.773620517890785
208,Alabama,SMR,58,0.207737948,0.358776959,0.2519421497375521,5.812130373410183
209,Alabama,SMR,59,0.1562230060865035,0.3376607278601971,0.2453040828890908,5.772410140264839
210,Alabama,SMR,60,0.2038230677569383,0.4044598518254791,0.083986548,5.087851463776405
211,Alabama,SMR,61,0.1903647495555802,0.4463870621973377,0.004346865,4.745220804418672
212,Alabama,SMR,62,0.1998096446208537,0.363068647,0.2673871163330776,5.878528555923627
213,Alabama,SMR,63,0.194637473,0.3981188972339509,0.4480795389960226,6.667195769446796
214,Alabama,SMR,64,0.1913448481982849,0.4160683811343837,0.2663250030925155,5.879467263607821
215,Alabama,SMR,65,0.2086895429625141,0.4493023412101665,0.1348270214135252,5.315300907776887
216,Alabama,SMR,66,0.2157416020467942,0.3837578303796584,0.2387786984332495,5.759460432
217,Alabama,SMR,67,0.1836233944256725,0.425757876,0.3770852101787631,6.360649247799911
218,Alabama,SMR,68,0.1905416466469197,0.3422451760768871,0.1975922887084347,5.571168429820784
219,Alabama,SMR,69,0.1891020824773849,0.349190587,0.075308323,5.0406423359050185
220,Alabama,SMR,70,0.1435115835994472,0.3482889286369899,0.59218301,7.278625460166023
221,Alabama,SMR,71,0.1966883804660906,0.3578381418199448,0.1989829158183997,5.580207583476499
222,Alabama,SMR,72,0.1690691915479533,0.4012798150485379,0.104113067,5.169376544735808
223,Alabama,SMR,73,0.1445186947980788,0.3970510657603829,0.1723140961500448,5.461213100613876
224,Alabama,SMR,74,0.1804397238419295,0.3423700149424882,0.2077945308076354,5.613907094749052
225,Alabama,SMR,0,0.1797973554604501,0.2867134138352394,0.2703013278093856,5.878099768576439
226,Alabama,SMR,1,0.1728855177827177,0.3517156830979002,0.1844534808193682,5.512534945902868
227,Alabama,SMR,2,0.2003370639667901,0.3809641191390897,0.094435188,5.129635124441562
228,Alabama,SMR,3,0.1530413643022823,0.4183414980539978,0.036333057,4.874625805257633
229,Alabama,SMR,4,0.2281858422025122,0.3763775374258666,0.088067818,5.105779117089705
230,Alabama,SMR,5,0.2033243538255977,0.333124792,0.2838212634041722,5.946581113661001
231,Alabama,SMR,6,0.1883804830461592,0.3324622986468134,0.1463132892922099,5.346799218441874
232,Alabama,SMR,7,0.1958461939339605,0.4381583795643162,0.011050479,4.774137641204592
233,Alabama,SMR,8,0.174176662,0.3614368703742359,0.082953367,5.073086207433285
234,Alabama,SMR,9,0.2067222832309535,0.3363095870179308,0.3418253659655156,6.199501831428156
235,Alabama,SMR,10,0.19618311,0.3237654628077153,0.085684902,5.083531730220723
236,Alabama,SMR,11,0.1918407603926207,0.3147072672581984,0.1663455346673352,5.432057862091639
237,Alabama,SMR,12,0.1906080181963946,0.3638737939631695,0.021440452,4.808787057814089
238,Alabama,SMR,13,0.1604493759706832,0.2972485699966888,0.2096041083469612,5.612743636773272
239,Alabama,SMR,14,0.1795032164936143,0.3508689606688553,0.2709553273751319,5.88923449
240,Alabama,SMR,15,0.1935279326099734,0.3933891661236054,0.1944357434185532,5.564576948969775
241,Alabama,SMR,16,0.1798280949241171,0.4178666975454103,0.2764200968760733,5.921734485119711
242,Alabama,SMR,17,0.1820896282011274,0.4290583731380302,0.3808281711633434,6.377095399908422
243,Alabama,SMR,18,0.154471433,0.4195847896944443,0.097424726,5.1403955913374855
244,Alabama,SMR,19,0.1917688403201664,0.415707333,0.2883294,5.975074416819859
245,Alabama,SMR,20,0.2014187644773606,0.4037335578237032,0.7605607981508632,8.026415709
246,Alabama,SMR,21,0.1998867673276287,0.4191379100073358,0.3222994622988456,6.124368976376039
247,Alabama,SMR,22,0.1599166931817645,0.2819651940728452,0.3465979546164976,6.205773902217389
248,Alabama,SMR,23,0.1492305356271697,0.3262977612889762,0.2282419866055841,5.695710398022452
249,Alabama,SMR,24,0.1588184777032602,0.2993302881585765,0.037145755,4.863597489251285
250,Alabama,SMR,25,0.1815710776397644,0.2564102069990159,0.1102751632584777,5.179286940982918
251,Alabama,SMR,26,0.1672526645921167,0.3508420113948531,0.1755525822578511,5.472865874426126
252,Alabama,SMR,27,0.2196701577511698,0.3006190824137023,0.2115937492892703,5.631181687162192
253,Alabama,SMR,28,0.1954259938173646,0.4371986371625345,0.2875921060752525,5.975243313256305
254,Alabama,SMR,29,0.1873343504347009,0.328486634,0.1989251762992873,5.574663130272327
255,Alabama,SMR,30,0.197545048,0.3555954867085911,0.023936598,4.819650188208196
256,Alabama,SMR,31,0.1608147983310517,0.3303954088083934,0.057847559,4.957880012832376
257,Alabama,SMR,32,0.1513584060687909,0.4665470107229139,0.2430375097733829,5.778550756619559
258,Alabama,SMR,33,0.1610279941624025,0.4435305644268172,0.173973591,5.477072750785631
259,Alabama,SMR,34,0.1675085002913935,0.3558050603370964,0.1087305225077077,5.1832764652744805
260,Alabama,SMR,35,0.18171984,0.3688468043630806,0.060283917,4.976765231136108
261,Alabama,SMR,36,0.1706363130770155,0.3487888529887009,0.4552460079101306,6.688121821327442
262,Alabama,SMR,37,0.1605101411428157,0.3491528688204679,0.3664296779025633,6.300751070667096
263,Alabama,SMR,38,0.188244913,0.4073670907302582,0.017946024,4.798888021641589
264,Alabama,SMR,39,0.1795954577947357,0.4260054018822096,0.3387353783393801,6.193453342693658
265,Alabama,SMR,40,0.1989069942363971,0.321801985,0.2723207856208745,5.894453130471559
266,Alabama,SMR,41,0.1989797932088997,0.3285616738841368,0.2766419845832311,5.914114680572635
267,Alabama,SMR,42,0.1700177228754933,0.335609097,0.5861294763864284,7.254868502879924
268,Alabama,SMR,43,0.1633730120646683,0.3601432708074443,0.213065679,5.6364189463571535
269,Alabama,SMR,44,0.1656560859757667,0.3981914823796646,0.5173577062562944,6.963570504882005
270,Alabama,SMR,45,0.2228982945802295,0.415595383,0.1827871972900642,5.5215029899138575
271,Alabama,SMR,46,0.2090328490997953,0.4452845805758584,0.1159166534797919,5.2326862029599805
272,Alabama,SMR,47,0.1802222530966415,0.3591123676731684,0.2542721267833822,5.817947917144928
273,Alabama,SMR,48,0.1666740121818674,0.3803061635058003,0.036239112,4.871427073763027
274,Alabama,SMR,49,0.1436975016668345,0.3363076718476319,0.2161608275461053,5.643656912074968
275,Alabama,SMR,50,0.1814909215718822,0.3924176977919687,0.091080712,5.113574552789103
276,Alabama,SMR,51,0.2052661930854788,0.4135752825735557,0.4115913332550475,6.512379671513129
277,Alabama,SMR,52,0.1585258104284682,0.2934259951298893,0.3236023227601001,6.107151022095594
278,Alabama,SMR,53,0.1724538294916353,0.3902775576721609,0.2374339507990499,5.747626944439268
279,Alabama,SMR,54,0.1862173518114757,0.3405486808010758,0.3621299729591817,6.285016347236174
280,Alabama,SMR,55,0.1810070423512288,0.2644197091410871,0.008872441,4.739745635319335
281,Alabama,SMR,56,0.1967668310706439,0.3983974698679795,0.028778517,4.846124782333829
282,Alabama,SMR,57,0.1369914408539085,0.3313807930876374,0.090849597,5.097604875
283,Alabama,SMR,58,0.2081589908585342,0.4149037807399696,0.3544012102758367,6.264575544101215
284,Alabama,SMR,59,0.2190722492993741,0.4238032624215552,0.1205689084056532,5.251689252229396
285,Alabama,SMR,60,0.1619427460477866,0.4072811029006772,0.2729224483691968,5.902338687579564
286,Alabama,SMR,61,0.1881846173188455,0.4862485297910415,0.2725833811170309,5.915277761
287,Alabama,SMR,62,0.1683437874156333,0.3821202033421629,0.1392314820738281,5.319325577585996
288,Alabama,SMR,63,0.1970402207566442,0.452066006,0.2015896074948174,5.603836265291831
289,Alabama,SMR,64,0.1617193928406458,0.3606430620599171,0.3576060970733878,6.264106222434544
290,Alabama,SMR,65,0.1772720635211645,0.3032699531772846,0.062764691,4.978313973948051
291,Alabama,SMR,66,0.1891668043273496,0.3486870557870842,0.1327660768239616,5.290183584670467
292,Alabama,SMR,67,0.1744424004518289,0.4026992531097906,0.2292837224392733,5.714151367
293,Alabama,SMR,68,0.1722832017070265,0.4092882669791259,0.059546152,4.977326778192044
294,Alabama,SMR,69,0.1867645638608772,0.4069094909451705,0.1489536057180193,5.367691572763102
295,Alabama,SMR,70,0.1878559204998511,0.2988870830040252,0.1393710090161282,5.312194294006695
296,Alabama,SMR,71,0.1835636487067252,0.3639647670451761,0.2566659703712693,5.829505526115465
297,Alabama,SMR,72,0.1787590347433322,0.3515961784951913,0.06104057,4.9773417406347615
298,Alabama,SMR,73,0.1689510561021822,0.3843326722711571,0.1871551634541048,5.527889618915162
299,Alabama,SMR,74,0.2021816557117742,0.3523600705807858,0.3699957345703031,6.323243056362494
300,Arizona,SMR,0,0.1505284511666076,0.3135530449644772,0.2108511882363883,5.618713027439712
301,Arizona,SMR,1,0.046671824,0.048592914,0.2387398399401648,5.6890071662072685
302,Arizona,SMR,2,0.2784313712170185,0.3488361597875041,0.3301218670493594,6.161620322498217
303,Arizona,SMR,3,0.1152414946126649,0.5228921169484211,0.604670225,7.351101661318597
304,Arizona,SMR,4,0.2226849443731129,0.1361676553071497,0.1414533236388319,5.305589328899102
305,Arizona,SMR,5,0.155721382,0.1306886789814169,0.339114806,6.152938298426868
306,Arizona,SMR,6,0.089846947,0.3286239347463765,0.051841359,4.920345868696556
307,Arizona,SMR,7,0.2284502228872109,0.1002245201918519,0.1076568846899794,5.155015904545526
308,Arizona,SMR,8,0.4292894742675824,0.592528264,0.067297132,5.075425225796468
309,Arizona,SMR,9,0.1099560984620269,0.3246459368898301,0.2980875621041836,5.992699479744386
310,Arizona,SMR,10,0.084589225,0.013983254,0.2420739693925853,5.704982318245077
311,Arizona,SMR,11,0.2624966799325504,0.01758735,0.2391787645942694,5.7209834589684165
312,Arizona,SMR,12,0.4903546079756813,0.6697831919628803,0.3648571523691914,6.387717387518235
313,Arizona,SMR,13,0.2998708764142773,0.1567964048777439,0.3825679886156508,6.367868548265085
314,Arizona,SMR,14,0.1676597664251027,0.070347763,0.186953752,5.485992624647994
315,Arizona,SMR,15,0.3487318455571579,0.4441164480501389,0.2177531185064367,5.696984391247645
316,Arizona,SMR,16,0.3814865117956163,0.074086419,0.066563363,4.997287428586056
317,Arizona,SMR,17,0.1142990815187554,0.049746178,0.2906584958564762,5.925376838639796
318,Arizona,SMR,18,0.1795046874444396,0.011300204,0.1038976469517236,5.119392220155506
319,Arizona,SMR,19,0.3868754119104963,0.1680903023167876,0.2760410494144016,5.920330447650337
320,Arizona,SMR,20,0.1147863402266656,0.082354631,0.039597617,4.839084467439541
321,Arizona,SMR,21,0.2649189921440347,0.42165125,0.016472009,4.806456344557847
322,Arizona,SMR,22,0.1636479060364369,0.8739423788430254,0.088353321,5.161505781433277
323,Arizona,SMR,23,0.176631203,0.096632213,0.003160151,4.692427686533002
324,Arizona,SMR,24,0.2241918989367668,0.3284569888614694,0.07108832,5.025159466511987
325,Arizona,SMR,25,0.1455557643774913,0.1535548060255861,0.08160516,5.035682826061426
326,Arizona,SMR,26,0.2101873932085517,0.3170174673127894,0.1853227541424573,5.517693997483583
327,Arizona,SMR,27,0.174491402,0.2959546348572302,0.2071279740278523,5.604037737894656
328,Arizona,SMR,28,0.2116884928861097,0.1083323638804896,0.2471566189503777,5.759408416512045
329,Arizona,SMR,29,0.2182530060301137,0.3634459802857298,0.045373068,4.917062633000392
330,Arizona,SMR,30,0.1283747708754141,0.1002694327646954,0.030745883,4.805108428491575
331,Arizona,SMR,31,0.018738058,0.034327064,0.2015850097553748,5.521338488472889
332,Arizona,SMR,32,0.041011197,0.6477098429577699,0.018183895,4.8079029615002895
333,Arizona,SMR,33,0.1440968454554309,0.7710614715544687,0.1030724852331798,5.208982243348108
334,Arizona,SMR,34,0.2218269176229797,0.032321241,0.1092152018728199,5.1519113258494365
335,Arizona,SMR,35,0.1088826552929631,0.1067909339944235,0.4035334528517005,6.422265674754485
336,Arizona,SMR,36,0.049494952,0.004570301,0.1395863239460956,5.253007407464219
337,Arizona,SMR,37,0.1146981332874439,0.1122041679732915,0.1099351600055789,5.148497256571314
